restaurantName,address,city,postalCode,country,priceRange,cuisineType,description,facilitiesServices,creditCards,phoneNumber,website,postalCode_clean,latitude,longitude,region
Trattoria Toscana al Vecchio Forno,via Poliziano 18,San Quirico d'Orcia,53027, Italy,€€,"Tuscan, Traditional Cuisine","If you are looking for a place to eat that is centrally located and has good prices, you have found it. Captivating trattoria atmosphere. Pretty summer garden.","['Air conditioning', 'Terrace']","['Amex', 'Mastercard', 'Visa']",+39 0577 897380,https://www.palazzodelcapitano.com/tuscany/trattoria-toscana/,53027,43.04852262830189,11.605960203773584,Toscana
Henri Restaurant,viale Ugo Foscolo 10,Viareggio,55049, Italy,€€€€,Italian Contemporary,"The name of this restaurant refers to its owner Henri Prosperi, who returned to his beloved Viareggio in 2021. This accomplished maître d' from another era will introduce you, with both charm and professionalism, to his daughter Serena’s dishes, which are finely balanced between classic and modern flavours, with the occasional French influence. The chef’s menu features meat and fish dishes, with a firm focus on luxury ingredients. The same is true of the wine list, which includes renowned labels such as Petrus and Sassicaia, as well as some of the best French and Italian sparkling wines. Welcome back, Henri!","['Air conditioning', 'Interesting wine list', 'Terrace', 'Wheelchair access']","['Amex', 'Dinersclub', 'Mastercard', 'Visa']",+39 0584 841192,https://henrirestaurant.it,55049,43.85920435958904,10.25916555890411,Toscana
La Pignata,viale Dei Tigli 7,Ariano Irpino,83031, Italy,€,"Campanian, Traditional Cuisine","For over 40 years the Ventre family have been championing the flavours of Irpinia, seeking out the region’s best seasonal ingredients. These are then used in traditional dishes such as soups, as well as in more personal reinterpretations of local specialities (their “post-modern” arancino is now renowned in the region) that nonetheless retain all their original flavour with influences from both Campania and Puglia. The pizza here is excellent and there’s also a good selection of wine.","['Air conditioning', 'Restaurant offering vegetarian menus']","['Amex', 'Dinersclub', 'Mastercard', 'Visa']",+39 0825 872571,,83031,41.1475849,15.08751315,Campania
Osteria Arborina,frazione Annunziata 27/b,La Morra,12064, Italy,€€€,"Modern Cuisine, Creative","Although the beautiful Arborina Relais boasts modern, stylish and elegant dining rooms, the main attraction here is the restaurant’s exciting cuisine in which different culinary styles and techniques are showcased in every dish. Inspiration comes from different influences – for example, we chose a menu inspired by the 1980s (a period when Neapolitan chef Fernando Tommaso Forino was not yet born), and particularly enjoyed the mullet in vodka and the dessert trolley. We also liked the idea behind the menu as a whole, namely the no-waste focus, with all parts of the ingredients used yet always with the aim of creating enjoyable dishes. An interesting, classically extensive wine list and excellent service complete the picture.","['Car park', 'Interesting wine list', 'Terrace']","['Amex', 'Mastercard', 'Visa']",+39 0173 500340,https://arborinarelais.it/osteria/,12064,44.63975735945946,7.936321635135135,Piemonte
Abraxas Osteria,via Scalandrone 15,Pozzuoli, Pozzuoli,80078,€€,Campanian,"Situated inland at a slightly higher altitude than the coast, this restaurant on two floors focuses all its attention on its regional cuisine and its wine list. Very good value for money, although you will spend a bit more (and it’s worth it! ) if you choose one of the grilled meat options.","['Air conditioning', 'Car park', 'Terrace']","['Amex', 'Mastercard', 'Visa']",+39 081 854 9347,https://www.abraxasosteria.it, Pozzuoli,40.822643,14.1219109,Campania
Signore te ne ringrazi,via Pescheria Vecchia 26,Macerata,62100, Italy,€€,"Cuisine from the Marches, Creative","At this restaurant in the charming historic centre of Macerata, chef Michele Biagiola serves dishes inspired by rural culinary traditions, with herbs gathered in the fields nearby featuring in some of his recipes. Elaborate, gourmet cuisine is served at lunchtime, while the evening menu focuses on simpler, less expensive fare.","['Air conditioning', 'Interesting wine list', 'Terrace', 'Wheelchair access']","['Amex', 'Mastercard', 'Visa']",+39 0733 222273,http://signoreteneringrazi.it,62100,43.298947446801776,13.450132716719443,Marche
Mirko's,discesa Annunziata 1,Castellammare del Golfo,91014, Italy,€€,"Mediterranean Cuisine, Seafood","This small restaurant, located near the steps to Cala Piccola, is run by an entire family and is beginning to earn an excellent local reputation. The son is at the helm in the kitchen. Having gained experience elsewhere for many years, he decided to start his own venture, which shows every sign of having paid off. Enjoy excellent fish and seafood specialities cooked in Mediterranean and Sicilian style in a quiet, beautifully kept dining room.",['Terrace'],"['Amex', 'Mastercard', 'Visa']",+39 0924 040592,https://www.mirkosristorante.it,91014,38.03816345714286,12.854978671428572,Sicilia
Onda Blu,via Orsa Minore 1,Bellaria-Igea Marina,47030, Italy,€€€,Seafood,"Almost appearing to rise up directly out of the sand, this unexpectedly elegant restaurant is home to a simple yet stylish dining room with large windows overlooking the sea. Fresh fish of the highest quality takes pride of place on the menu, served in classic, traditional dishes from the Adriatic. Daily specials are available alongside the à la carte, while the excellent wine list includes labels from outside Italy, with a particular focus on French wines.","['Air conditioning', 'Interesting wine list', 'Terrace', 'Wheelchair access']","['Amex', 'Jcb', 'Maestrocard', 'Mastercard', 'Visa']",+39 0541 344886,https://www.ristoranteondablu.com/,47030,44.146839246953405,12.434026413261648,Emilia-Romagna
28 Posti,via Corsico 1,Milano,20144, Italy,€€€,Modern Cuisine,"The main focus of 28 Posti is its ethical stance, with seasonal ingredients sourced from small producers and an emphasis on making the most of each and every ingredient in order to keep food waste to a minimum – a philosophy that has been important to the restaurant for many years now. New chefs Franco Salvatore and Andrea Zazzara, both from the Abruzzi, have brought their own personal touches to cuisine which has its roots in the rich gastronomic traditions of central Italy and their native region.","['Air conditioning', 'Terrace']","['Amex', 'Maestrocard', 'Mastercard', 'Visa']",+39 02 839 2377,http://www.28posti.org,20144,45.45650608906009,9.164805913790447,Lombardia
Retroscena,largo del Teatro 3,Porto San Giorgio,63822, Italy,€€€€,"Creative, Contemporary","One of the most interesting Michelin-starred restaurants in the region. Situated among houses with brick façades in Porto San Giorgio’s charming historic centre, this restaurant has just a few tables in an elegant, minimalist-style dining room. When focusing on their food, the attention of guests will be also drawn to the open-view kitchen, where the team led by Richard Abou Zaki prepares remarkable and often exciting dishes. Although this young yet highly experienced chef’s cuisine reveals influences from his time spent in Modena, for the most part his dishes are original, personalised and imaginative.","['Air conditioning', 'Counter dining', 'Interesting wine list', 'Terrace', 'Wheelchair access']","['Amex', 'Mastercard', 'Visa']",+39 0734 302138,https://retroscena-ristorante.com/,63822,43.18092511666667,13.794926960416666,Marche
La Serra,via Marconi 169,Positano, Positano,84017,€€€€,"Mediterranean Cuisine, Contemporary","Despite its bright, elegant and airy feel, the panoramic dining room at this restaurant takes second place to the delightful, romantic terrace which boasts splendid views of the sea, the port and the hills around Positano. Here, a new chef with an impressive CV delights guests (and non-residents) at the charming Le Agavi hotel with his selection of tasting menus. Top-quality ingredients take centre stage, some sourced from his own organic kitchen garden, as well as traditional dishes to which he adds modern and updated twists.","['Air conditioning', 'Car park', 'Great view', 'Interesting wine list', 'Terrace']","['Amex', 'Dinersclub', 'Mastercard', 'Visa']",+39 089 811980,https://www.leagavi.it/ristorante-la-serra, Positano,40.6286581,14.4854955,Campania
Nni Lausta,via Risorgimento 188,,98050, Italy,€€,"Seafood, Seasonal Cuisine","Fish plays the starring role here, where the authentic traditional flavours and ingredients of Aeolian cuisine are skilfully interpreted with a touch of imaginative flair. If it’s not too hot to sit outside, ask for a table on the pleasant, shaded terrace on the first floor.",['Terrace'],"['Amex', 'Jcb', 'Maestrocard', 'Mastercard', 'Visa']",+39 090 984 3486,,98050,38.26586032153846,15.05798699576923,
Secondo Tempo,via Vittorio Amedeo 55,Termini Imerese,90018, Italy,€€€,"Italian Contemporary, Modern Cuisine","Situated on the first floor of a building (formerly home to an apartment owned by chef Salvatore Campagna’s family), this intimate restaurant dates back to the 1920s, as do the frescoes on the ceiling and the Art Nouveau-style flooring. In contrast, the cuisine is modern Italian with obvious Sicilian influences, including a focus on seasonal vegetables (there’s even a tasting menu that is completely vegan). All the extra-virgin olive oil used for cooking and as a condiment is home produced.","['Air conditioning', 'Restaurant offering vegetarian menus', 'Terrace']","['Amex', 'Mastercard', 'Visa']",+39 091 811 3775,http://www.ristorantesecondotempo.it,90018,37.98172585714286,13.702332514285713,Sicilia
Ruris,Via Spiaggie Rosse,Isola di Capo Rizzuto, Isola di Capo Rizzuto,88841,€€€,"Seafood, Modern Cuisine","Despite its rural setting inland, this restaurant is still situated within the Capo Rizzuto e Mar Ionio protected marine reserve, which helps to explain the focus on fish and seafood dishes demonstrated by owner-chef Natale Pallone on the menu. The wine cellar boasts over 200 different wines and more than 60 internationally renowned spirits.","['Air conditioning', 'Car park']","['Amex', 'Mastercard', 'Visa']",+39 339 737 2712,https://www.ruris.it/, Isola di Capo Rizzuto,38.959993,17.093315,Calabria
